,title,company,salary,summary
57,Clothing Warehouse Associate - Monday-Friday Morning Shift,thredUP Inc,$15 an hour,"You will be using state-of-the-art equipment to pick items to be shipped.ISavvy. This may not be a desk job, but you should be comfortable using touch screen…"
58,Warehouse Order Selector,Safeway,$17.71 an hour,"Warehouse Workers are active throughout their day working independently using a voice-controlled system to select full-case grocery, frozen, and/or perishable…"
59,Barista/Cafe Server - Part-Time,Barnes & Noble,,Ensure all customer transactions are processed accurately and in a timely manner.Protect Company assets by ensuring the accurate execution of loss prevention…
60,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
61,Case Processor (Office Automation) (6 Month Register),US Department of the Treasury,"$39,311 - $59,049 a year","Perform administrative and case processing functions including filing, photocopying, faxing, shredding, typing, scanning of documents, and uploading case…"
62,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
63,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
64,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
65,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
66,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
67,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
68,Tutor in Phoenix – All Subjects Available,Grade Potential Tutoring,$18 - $30 an hour,Phoenix families are in immediate need of part-time tutors for all subjects and grade levels.
69,Warehouse Attendant - Earn $15.00/hr or more,Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
70,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
71,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
72,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
73,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
74,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
75,Appointment Scheduler,Momentum Solar,"$55,000 - $65,000 a year",$500 each week guaranteed with additional commission and bonus.Paid Training!-we’ll train you to thrive on our team.
76,Event Staff,Qwick,$15 - $30 an hour,You will not have any close interactions with guests.Qwick is partnerning with sites around the valley to ensure the successful distribution of the COVID-19…
77,Customer Service/Sales,The Home Depot,,"These associates learn about products using our tools, and provide information to customers in order to sell an entire project."
78,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
79,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
80,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
81,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
82,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
83,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
84,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
85,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
86,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
87,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
88,Customer Service Work From Home,Progressive,$17.25 - $19.25 an hour,"Must not live within 60 miles of Tuscon, AZ.Diverse, inclusive and welcoming culture with Employee Resource Groups.Pay Rate:$17.25 - $19.25, plus:"
89,Seasonal Associate - Famous Footwear,Famous Footwear,,"At Famous Footwear, we believe everyone deserves to feel a little famous. To us, famous isn’t about standing out in the crowd. It’s about feeling good where…"
90,Cannabis Cultivation Associate,TreeHouse Farms,,Must adhere to scheduled work hours (punctuality and attendance) Must stay current and adhere to all policy and regulations of the state of Arizona.
91,Warehouse Attendant - Earn $15.00/hr or more,Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
92,Barista/Cafe Server - Part-Time,Barnes & Noble,,Ensure all customer transactions are processed accurately and in a timely manner.Protect Company assets by ensuring the accurate execution of loss prevention…
93,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
94,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
95,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
96,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
97,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
98,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
99,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
100,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
101,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
102,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
103,Tutor in Phoenix – All Subjects Available,Grade Potential Tutoring,$18 - $30 an hour,Phoenix families are in immediate need of part-time tutors for all subjects and grade levels.
104,Hourly Warehouse Operations,TARGET,$18.50 an hour,"A role within Warehouse Operations means you’ll work quickly, safely and efficiently to handle product within the warehouse to ensure the accurate processing of…"
105,Customer Service Work From Home,Progressive,$17.25 - $19.25 an hour,"Must not live within 60 miles of Tuscon, AZ.Diverse, inclusive and welcoming culture with Employee Resource Groups.Pay Rate:$17.25 - $19.25, plus:"
106,Warehouse Attendant - Earn $15.00/hr or more,Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
107,Barista/Cafe Server - Part-Time,Barnes & Noble,,Ensure all customer transactions are processed accurately and in a timely manner.Protect Company assets by ensuring the accurate execution of loss prevention…
108,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
109,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
110,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
111,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
112,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
113,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
114,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
115,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
116,Hourly Warehouse Operations,TARGET,$18.50 an hour,"A role within Warehouse Operations means you’ll work quickly, safely and efficiently to handle product within the warehouse to ensure the accurate processing of…"
117,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
118,Customer Service Work From Home,Progressive,$17.25 - $19.25 an hour,"Must not live within 60 miles of Tuscon, AZ.Diverse, inclusive and welcoming culture with Employee Resource Groups.Pay Rate:$17.25 - $19.25, plus:"
119,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
120,Barista/Cafe Server - Part-Time,Barnes & Noble,,Ensure all customer transactions are processed accurately and in a timely manner.Protect Company assets by ensuring the accurate execution of loss prevention…
121,Cannabis Cultivation Associate,TreeHouse Farms,,Must adhere to scheduled work hours (punctuality and attendance) Must stay current and adhere to all policy and regulations of the state of Arizona.
122,Seasonal Associate - Famous Footwear,Famous Footwear,,"At Famous Footwear, we believe everyone deserves to feel a little famous. To us, famous isn’t about standing out in the crowd. It’s about feeling good where…"
123,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
124,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
125,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
126,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
127,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
128,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
129,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
130,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
131,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
132,Hourly Warehouse Operations,TARGET,$18.50 an hour,"A role within Warehouse Operations means you’ll work quickly, safely and efficiently to handle product within the warehouse to ensure the accurate processing of…"
133,Customer Service Work From Home,Progressive,$17.25 - $19.25 an hour,"Must not live within 60 miles of Tuscon, AZ.Diverse, inclusive and welcoming culture with Employee Resource Groups.Pay Rate:$17.25 - $19.25, plus:"
134,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
135,Seasonal Associate - Famous Footwear,Famous Footwear,,"At Famous Footwear, we believe everyone deserves to feel a little famous. To us, famous isn’t about standing out in the crowd. It’s about feeling good where…"
136,Cannabis Cultivation Associate,TreeHouse Farms,,Must adhere to scheduled work hours (punctuality and attendance) Must stay current and adhere to all policy and regulations of the state of Arizona.
137,Barista/Cafe Server - Part-Time,Barnes & Noble,,Ensure all customer transactions are processed accurately and in a timely manner.Protect Company assets by ensuring the accurate execution of loss prevention…
138,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
139,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
140,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
141,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
142,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
143,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
144,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
145,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
146,Hourly Warehouse Operations,TARGET,$18.50 an hour,"A role within Warehouse Operations means you’ll work quickly, safely and efficiently to handle product within the warehouse to ensure the accurate processing of…"
147,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
148,Warehouse Attendant - Earn $15.00/hr or more,Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
149,Customer Service Work From Home,Progressive,$17.25 - $19.25 an hour,"Must not live within 60 miles of Tuscon, AZ.Diverse, inclusive and welcoming culture with Employee Resource Groups.Pay Rate:$17.25 - $19.25, plus:"
150,Customer Service Agent ($18/hour),Worldwide Flight Services,$18 an hour,"A Customer Service Agent (Passenger Service Agent) performs all aspects of airport and passenger service functions including: making reservations, preparation…"
151,Clothing Warehouse Associate - Monday-Friday Morning Shift,thredUP Inc,$15 an hour,"You will be using state-of-the-art equipment to pick items to be shipped.ISavvy. This may not be a desk job, but you should be comfortable using touch screen…"
152,Cannabis Cultivation Associate,TreeHouse Farms,,Must adhere to scheduled work hours (punctuality and attendance) Must stay current and adhere to all policy and regulations of the state of Arizona.
153,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
154,,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.And you don’t need to have experience working at a school for this role, because we…"
155,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
156,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
157,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Show us you have the talent and background we need, and we will show you the rewards of joining the U.S. Secret Service as a Criminal Investigator (Special…"
158,"Retail Clerk Phoenix, AZ - Fry's",Fry's Food Stores,$12.20 - $14.40 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Assist customers at checkout and bag groceries."
159,Customer Assistance Representative,American Airlines,,Applicable valid driver’s license as required by local authorities.Processing and completing credit card baggage transactions at kiosks.
160,Transportation Security Officer (TSO),Transportation Security Administration,$17.10 - $24.43 an hour,"Per the President's 2014 Fair Employment memo, TSA policy is to not adversely consider a candidate based on unemployment or financial difficulty through no…"
161,Customer Service Representative - $17.00/hour,The Home Depot,$17 an hour,"Answers inbound calls from customers, quickly assesses customer needs and proactively provides solutions.The position is directly responsible for creating,…"
162,Hourly Warehouse Operations,TARGET,$18.50 an hour,"A role within Warehouse Operations means you’ll work quickly, safely and efficiently to handle product within the warehouse to ensure the accurate processing of…"
163,Customer Service Work From Home,Progressive,$17.25 - $19.25 an hour,"Must not live within 60 miles of Tuscon, AZ.Diverse, inclusive and welcoming culture with Employee Resource Groups.Pay Rate:$17.25 - $19.25, plus:"
164,Seasonal Associate - Famous Footwear,Famous Footwear,,"At Famous Footwear, we believe everyone deserves to feel a little famous. To us, famous isn’t about standing out in the crowd. It’s about feeling good where…"
165,Amazon Picker/Packer (Multiple Shifts Available),Amazon,$15.00 - $15.85 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
166,Cannabis Cultivation Associate,TreeHouse Farms,,Must adhere to scheduled work hours (punctuality and attendance) Must stay current and adhere to all policy and regulations of the state of Arizona.
