,Unnamed: 0,City,title,company,salary,summary
73,73,"Atlanta, GA",Order Picker/Package Handler - Full Time,"Animal ID Solutions, Inc.","$3,000 - $3,500 a month","Career development: * Many of our entry-level employees become leaders in operations, HR, and other areas.Candidates must be 18 years or older with the ability…"
74,74,"Atlanta, GA",Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
75,75,"Atlanta, GA",Supply Attendant,Delta,,Responsible for safe operation of mechanical and manual materials handling equipment.Delta Tech Ops division is seeking a Supply Attendant who will be…
76,76,"Atlanta, GA",Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
77,77,"Atlanta, GA",Cash Operations Specialist I/II (Shift M-Th 5:30am-4:30pm/6:...,Federal Reserve Bank of Atlanta,,Obtains counterfeit certification and is able to physically detect counterfeits and altered notes through manual inspection.Full-time / Part-time Full-time.
78,78,"Atlanta, GA",PSE SALES & SVCS/DISTRIBUTION ASSOCIATE,United States Postal Service,$18.49 an hour,"Orally refers to expressing spoken ideas or facts clearly and logically when answering questions, giving instructions, and.At the level required by the job."
79,79,"Atlanta, GA",Seasonal Warehouse Team Member,Amazon,$15.00 - $16.30 an hour,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
80,80,"Atlanta, GA",Amazon In-Store Shopper (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
81,81,"Atlanta, GA",Amazon Warehouse Assistant (Different Shifts Available) - Ea...,Amazon,Up to $690 a week,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
82,82,"Atlanta, GA",Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
83,83,"Atlanta, GA",Amazon In-Store Shopper (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
84,84,"Atlanta, GA",Seasonal Warehouse Team Member,Amazon,$15.00 - $16.30 an hour,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
85,85,"Atlanta, GA",,Maximus,$16 - $17 an hour,Agents will answer incoming calls from the public related to COVID-19 vaccination scheduling.Strong data entry and telephone skills.
86,86,"Atlanta, GA","Coordinator, Diversity, Equity and Inclusion Advocacy",Delta,,"Research, study and analyze data and business cases related to social trends.A successful candidate will have a deep understanding of social change work and…"
87,87,"Atlanta, GA",Receptionist,Ora Academy,"$47,000 - $57,000 a year","Answer a high volume of inbound phone calls, schedule appointments, and transfer calls to various departments.Previous Front Office experience is an asset."
88,88,"Atlanta, GA",Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
89,89,"Atlanta, GA",Dean of the Academy,Atlanta Youth Academy,From $30 an hour,The Dean of the Academy is the leader of the teaching faculty and is responsible for all aspects of the academic program including the co-curricular and…
90,90,"Atlanta, GA",CITY CARRIER ASSISTANT,United States Postal Service,$17.29 an hour,"DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of.Registered and certain insured mail."
91,91,"Atlanta, GA",Supply Attendant,Delta,,Responsible for safe operation of mechanical and manual materials handling equipment.Delta Tech Ops division is seeking a Supply Attendant who will be…
92,92,"Atlanta, GA",Mail Processing/Packer/Package Handler Full-time,First Choice Counseling,$17.50 - $21.00 an hour,"Opens crates and containers and unpacks, counts, sorts and examines incoming shipments to verify receipt of items against packing slip."
93,93,"Atlanta, GA",Amazon Order Filler (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
94,94,"Atlanta, GA",Order Picker/Package Handler - Full Time,"Animal ID Solutions, Inc.","$3,000 - $3,500 a month","Career development: * Many of our entry-level employees become leaders in operations, HR, and other areas.Candidates must be 18 years or older with the ability…"
95,95,"Atlanta, GA",Customer Service Representative - Remote Position,Terra Universal Inc,$16 - $21 an hour,"Occasionally cover receptionist position for incoming calls (remotely).Terra Universal, a leading U.S. manufacturer of critical environment applications and…"
96,96,"Atlanta, GA",Amazon Warehouse Assistant (Different Shifts Available) - Ea...,Amazon,Up to $690 a week,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
97,97,"Atlanta, GA",Amazon In-Store Shopper (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
98,98,"Atlanta, GA",Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
99,99,"Atlanta, GA",Seasonal Warehouse Team Member,Amazon,$15.00 - $16.30 an hour,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
100,100,"Atlanta, GA",,Maximus,$16 - $17 an hour,Agents will answer incoming calls from the public related to COVID-19 vaccination scheduling.Strong data entry and telephone skills.
101,101,"Atlanta, GA",Cash Operations Specialist I/II (Shift M-Th 5:30am-4:30pm/6:...,Federal Reserve Bank of Atlanta,,Obtains counterfeit certification and is able to physically detect counterfeits and altered notes through manual inspection.Full-time / Part-time Full-time.
102,102,"Atlanta, GA",Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
103,103,"Atlanta, GA",Call Center Representative | Paid Weekly | Start Today,"Global Sun Pools, Inc.",$12 - $18 an hour,"All calls are warm inbound/outbound calls.Open 7-days a week.Relaxed, positive, competitive, and fun work environment scheduling appointments with customers…"
104,104,"Atlanta, GA","Coordinator, Diversity, Equity and Inclusion Advocacy",Delta,,"Research, study and analyze data and business cases related to social trends.A successful candidate will have a deep understanding of social change work and…"
105,105,"Atlanta, GA","Customer Service Representative - Remote within Atlanta, GA",UnitedHealth Group,,Answer 50-70 incoming phone calls per day from customers and identify the type of assistance the customer needs.We offer 5 weeks of paid training.
106,106,"Atlanta, GA",PSE SALES & SVCS/DISTRIBUTION ASSOCIATE,United States Postal Service,$18.49 an hour,"Orally refers to expressing spoken ideas or facts clearly and logically when answering questions, giving instructions, and.At the level required by the job."
107,107,"Atlanta, GA",Supply Attendant,Delta,,Responsible for safe operation of mechanical and manual materials handling equipment.Delta Tech Ops division is seeking a Supply Attendant who will be…
108,108,"Atlanta, GA",CITY CARRIER ASSISTANT,United States Postal Service,$17.29 an hour,"DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of.Registered and certain insured mail."
109,109,"Atlanta, GA",Receptionist,Ora Academy,"$47,000 - $57,000 a year","Answer a high volume of inbound phone calls, schedule appointments, and transfer calls to various departments.Previous Front Office experience is an asset."
110,110,"Atlanta, GA",Order Picker/Package Handler - Full Time,"Animal ID Solutions, Inc.","$3,000 - $3,500 a month","Career development: * Many of our entry-level employees become leaders in operations, HR, and other areas.Candidates must be 18 years or older with the ability…"
111,111,"Atlanta, GA",Amazon Warehouse Assistant (Different Shifts Available) - Ea...,Amazon,Up to $690 a week,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
112,112,"Atlanta, GA",Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
113,113,"Atlanta, GA",Amazon In-Store Shopper (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
114,114,"Atlanta, GA",Seasonal Warehouse Team Member,Amazon,$15.00 - $16.30 an hour,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
115,115,"Atlanta, GA",,Maximus,$16 - $17 an hour,Agents will answer incoming calls from the public related to COVID-19 vaccination scheduling.Strong data entry and telephone skills.
116,116,"Atlanta, GA",Amazon Order Filler (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
117,117,"Atlanta, GA",Dean of the Academy,Atlanta Youth Academy,From $30 an hour,The Dean of the Academy is the leader of the teaching faculty and is responsible for all aspects of the academic program including the co-curricular and…
118,118,"Atlanta, GA","Coordinator, Diversity, Equity and Inclusion Advocacy",Delta,,"Research, study and analyze data and business cases related to social trends.A successful candidate will have a deep understanding of social change work and…"
119,119,"Atlanta, GA",Receptionist,Ora Academy,"$47,000 - $57,000 a year","Answer a high volume of inbound phone calls, schedule appointments, and transfer calls to various departments.Previous Front Office experience is an asset."
120,120,"Atlanta, GA",Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
121,121,"Atlanta, GA",CITY CARRIER ASSISTANT,United States Postal Service,$17.29 an hour,"DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of.Registered and certain insured mail."
122,122,"Atlanta, GA",Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
123,123,"Atlanta, GA",Supply Attendant,Delta,,Responsible for safe operation of mechanical and manual materials handling equipment.Delta Tech Ops division is seeking a Supply Attendant who will be…
124,124,"Atlanta, GA",Mail Processing/Packer/Package Handler Full-time,First Choice Counseling,$17.50 - $21.00 an hour,"Opens crates and containers and unpacks, counts, sorts and examines incoming shipments to verify receipt of items against packing slip."
125,125,"Atlanta, GA",Call Center Representative | Paid Weekly | Start Today,"Global Sun Pools, Inc.",$12 - $18 an hour,"All calls are warm inbound/outbound calls.Open 7-days a week.Relaxed, positive, competitive, and fun work environment scheduling appointments with customers…"
126,126,"Atlanta, GA",Amazon Warehouse Assistant (Different Shifts Available) - Ea...,Amazon,Up to $690 a week,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
127,127,"Atlanta, GA",Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
128,128,"Atlanta, GA",Amazon In-Store Shopper (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
129,129,"Atlanta, GA",Seasonal Warehouse Team Member,Amazon,$15.00 - $16.30 an hour,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
130,130,"Atlanta, GA",,Maximus,$16 - $17 an hour,Agents will answer incoming calls from the public related to COVID-19 vaccination scheduling.Strong data entry and telephone skills.
131,131,"Atlanta, GA","Coordinator, Diversity, Equity and Inclusion Advocacy",Delta,,"Research, study and analyze data and business cases related to social trends.A successful candidate will have a deep understanding of social change work and…"
132,132,"Atlanta, GA",Receptionist,Ora Academy,"$47,000 - $57,000 a year","Answer a high volume of inbound phone calls, schedule appointments, and transfer calls to various departments.Previous Front Office experience is an asset."
133,133,"Atlanta, GA",Dean of the Academy,Atlanta Youth Academy,From $30 an hour,The Dean of the Academy is the leader of the teaching faculty and is responsible for all aspects of the academic program including the co-curricular and…
134,134,"Atlanta, GA",Supply Attendant,Delta,,Responsible for safe operation of mechanical and manual materials handling equipment.Delta Tech Ops division is seeking a Supply Attendant who will be…
135,135,"Atlanta, GA",Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
136,136,"Atlanta, GA",Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
137,137,"Atlanta, GA",CITY CARRIER ASSISTANT,United States Postal Service,$17.29 an hour,"DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of.Registered and certain insured mail."
138,138,"Atlanta, GA",Amazon Order Filler (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
139,139,"Atlanta, GA",Mail Processing/Packer/Package Handler Full-time,First Choice Counseling,$17.50 - $21.00 an hour,"Opens crates and containers and unpacks, counts, sorts and examines incoming shipments to verify receipt of items against packing slip."
140,140,"Atlanta, GA",Order Picker/Package Handler - Full Time,"Animal ID Solutions, Inc.","$3,000 - $3,500 a month","Career development: * Many of our entry-level employees become leaders in operations, HR, and other areas.Candidates must be 18 years or older with the ability…"
141,141,"Atlanta, GA",Amazon Warehouse Assistant (Different Shifts Available) - Ea...,Amazon,Up to $690 a week,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
142,142,"Atlanta, GA",Amazon In-Store Shopper (Night Shifts Available),Amazon,From $15 an hour,"Overnight, Early Morning, Day, Evening, Weekend.From flexible part-time roles to full-time set schedules with health care benefits, Amazon has a variety of…"
143,143,"Atlanta, GA",Seasonal Warehouse Team Member,Amazon,$15.00 - $16.30 an hour,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
